kind,id,file,declaration,axioms,n_axioms,uses_sorry_axiom,beyond_standard,status,elapsed_seconds
survivor,verina_basic_92__T1_let_intro__0|reference,artifacts/variants/verina_basic_92/verina_basic_92__T1_let_intro__0/reference.lean,SwapArithmetic_spec_satisfied,propext,1,False,,clean,0.986
survivor,verina_basic_92__T3_comm_swap__0|reference,artifacts/variants/verina_basic_92/verina_basic_92__T3_comm_swap__0/reference.lean,SwapArithmetic_spec_satisfied,propext,1,False,,clean,0.901
survivor,verina_basic_95__T1_let_intro__0|reference,artifacts/variants/verina_basic_95/verina_basic_95__T1_let_intro__0/reference.lean,swap_spec_satisfied,"propext, Quot.sound",2,False,,clean,1.831
survivor,verina_basic_96__T1_let_intro__0|reference,artifacts/variants/verina_basic_96/verina_basic_96__T1_let_intro__0/reference.lean,SwapSimultaneous_spec_satisfied,propext,1,False,,clean,0.997
survivor,verina_basic_97__T1_let_intro__0|reference,artifacts/variants/verina_basic_97/verina_basic_97__T1_let_intro__0/reference.lean,TestArrayElements_spec_satisfied,"propext, Quot.sound",2,False,,clean,1.024
survivor,verina_basic_98__T1_let_intro__0|reference,artifacts/variants/verina_basic_98/verina_basic_98__T1_let_intro__0/reference.lean,Triple_spec_satisfied,"propext, Quot.sound",2,False,,clean,0.952
survivor,verina_basic_98__T3_comm_swap__0|reference,artifacts/variants/verina_basic_98/verina_basic_98__T3_comm_swap__0/reference.lean,Triple_spec_satisfied,"propext, Quot.sound",2,False,,clean,0.94
survivor,verina_basic_99__T1_let_intro__0|reference,artifacts/variants/verina_basic_99/verina_basic_99__T1_let_intro__0/reference.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.735
survivor,verina_advanced_41__T1_let_intro__0|deepseek-prover-v2-7b,artifacts/variants/verina_advanced_41/verina_advanced_41__T1_let_intro__0/model_deepseek-prover-v2-7b.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.692
survivor,verina_advanced_41__T1_let_intro__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_advanced_41/verina_advanced_41__T1_let_intro__0/model_deepseek-prover-v2-7b__hard_unfold.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.121
survivor,verina_advanced_41__T1_let_intro__0|goedel-prover-v2-32b,artifacts/variants/verina_advanced_41/verina_advanced_41__T1_let_intro__0/model_goedel-prover-v2-32b.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.9
survivor,verina_advanced_41__T1_let_intro__0|goedel-prover-v2-8b,artifacts/variants/verina_advanced_41/verina_advanced_41__T1_let_intro__0/model_goedel-prover-v2-8b.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.52
survivor,verina_advanced_41__T1_let_intro__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_advanced_41/verina_advanced_41__T1_let_intro__0/model_goedel-prover-v2-8b__avoid_unfold.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.749
survivor,verina_advanced_41__T1_let_intro__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_advanced_41/verina_advanced_41__T1_let_intro__0/model_goedel-prover-v2-8b__hard_unfold.lean,maxOfThree_spec_satisfied,"propext, Quot.sound",2,False,,clean,8.624
survivor,verina_advanced_41__T2_helper_extract__0|goedel-prover-v2-32b,artifacts/variants/verina_advanced_41/verina_advanced_41__T2_helper_extract__0/model_goedel-prover-v2-32b.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.346
survivor,verina_advanced_41__T2_helper_extract__0|goedel-prover-v2-8b,artifacts/variants/verina_advanced_41/verina_advanced_41__T2_helper_extract__0/model_goedel-prover-v2-8b.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.327
survivor,verina_advanced_41__T4_cond_invert__0|deepseek-prover-v2-7b,artifacts/variants/verina_advanced_41/verina_advanced_41__T4_cond_invert__0/model_deepseek-prover-v2-7b.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.673
survivor,verina_advanced_41__T4_cond_invert__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_advanced_41/verina_advanced_41__T4_cond_invert__0/model_deepseek-prover-v2-7b__hard_unfold.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.908
survivor,verina_advanced_41__T4_cond_invert__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_advanced_41/verina_advanced_41__T4_cond_invert__0/model_goedel-prover-v2-8b__avoid_unfold.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.794
survivor,verina_advanced_41__T4_cond_invert__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_advanced_41/verina_advanced_41__T4_cond_invert__0/model_goedel-prover-v2-8b__hard_unfold.lean,maxOfThree_spec_satisfied,"propext, Quot.sound",2,False,,clean,8.338
survivor,verina_advanced_41__T5_branch_extract__0|goedel-prover-v2-32b,artifacts/variants/verina_advanced_41/verina_advanced_41__T5_branch_extract__0/model_goedel-prover-v2-32b.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.626
survivor,verina_advanced_41__T5_branch_extract__0|goedel-prover-v2-8b,artifacts/variants/verina_advanced_41/verina_advanced_41__T5_branch_extract__0/model_goedel-prover-v2-8b.lean,maxOfThree_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.433
survivor,verina_advanced_6__T1_let_intro__0|deepseek-prover-v2-7b,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_deepseek-prover-v2-7b.lean,allVowels_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.178
survivor,verina_advanced_6__T1_let_intro__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_deepseek-prover-v2-7b__hard_unfold.lean,allVowels_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.072
survivor,verina_advanced_6__T1_let_intro__0|goedel-prover-v2-32b,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_goedel-prover-v2-32b.lean,allVowels_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.087
survivor,verina_advanced_6__T1_let_intro__0|goedel-prover-v2-8b,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_goedel-prover-v2-8b.lean,allVowels_spec_satisfied,propext,1,False,,clean,7.119
survivor,verina_advanced_6__T1_let_intro__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_goedel-prover-v2-8b__avoid_unfold.lean,allVowels_spec_satisfied,,0,False,,clean,6.918
survivor,verina_advanced_6__T1_let_intro__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_goedel-prover-v2-8b__hard_unfold.lean,allVowels_spec_satisfied,,0,False,,clean,6.626
survivor,verina_advanced_6__T1_let_intro__0|goedel-prover-v2-8b__unfold,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_goedel-prover-v2-8b__unfold.lean,allVowels_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.234
survivor,verina_advanced_6__T1_let_intro__0|qwen3-14b__neutral,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_qwen3-14b__neutral.lean,allVowels_spec_satisfied,"propext, Quot.sound",2,False,,clean,0.92
survivor,verina_advanced_6__T1_let_intro__0|qwen3-32b,artifacts/variants/verina_advanced_6/verina_advanced_6__T1_let_intro__0/model_qwen3-32b.lean,allVowels_spec_satisfied,,0,False,,clean,7.353
survivor,verina_advanced_6__T2_helper_extract__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_advanced_6/verina_advanced_6__T2_helper_extract__0/model_goedel-prover-v2-8b__avoid_unfold.lean,allVowels_spec_satisfied,,0,False,,clean,7.222
survivor,verina_advanced_6__T2_helper_extract__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_advanced_6/verina_advanced_6__T2_helper_extract__0/model_goedel-prover-v2-8b__hard_unfold.lean,allVowels_spec_satisfied,,0,False,,clean,7.388
survivor,verina_advanced_6__T2_helper_extract__0|qwen3-32b,artifacts/variants/verina_advanced_6/verina_advanced_6__T2_helper_extract__0/model_qwen3-32b.lean,allVowels_spec_satisfied,,0,False,,clean,7.136
survivor,verina_advanced_72__T1_let_intro__0|goedel-prover-v2-8b,artifacts/variants/verina_advanced_72/verina_advanced_72__T1_let_intro__0/model_goedel-prover-v2-8b.lean,singleDigitPrimeFactor_spec_satisfied,"propext, Quot.sound",2,False,,clean,11.045
survivor,verina_advanced_72__T4_cond_invert__0|goedel-prover-v2-8b,artifacts/variants/verina_advanced_72/verina_advanced_72__T4_cond_invert__0/model_goedel-prover-v2-8b.lean,singleDigitPrimeFactor_spec_satisfied,"propext, Quot.sound",2,False,,clean,11.001
survivor,verina_basic_1__T1_let_intro__0|deepseek-prover-v2-7b,artifacts/variants/verina_basic_1/verina_basic_1__T1_let_intro__0/model_deepseek-prover-v2-7b.lean,hasOppositeSign_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,11.263
survivor,verina_basic_1__T1_let_intro__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_1/verina_basic_1__T1_let_intro__0/model_deepseek-prover-v2-7b__hard_unfold.lean,hasOppositeSign_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.754
survivor,verina_basic_1__T1_let_intro__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_1/verina_basic_1__T1_let_intro__0/model_goedel-prover-v2-32b.lean,hasOppositeSign_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.718
survivor,verina_basic_1__T1_let_intro__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_1/verina_basic_1__T1_let_intro__0/model_goedel-prover-v2-8b.lean,hasOppositeSign_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.993
survivor,verina_basic_1__T1_let_intro__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_1/verina_basic_1__T1_let_intro__0/model_goedel-prover-v2-8b__avoid_unfold.lean,hasOppositeSign_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,10.501
survivor,verina_basic_1__T1_let_intro__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_1/verina_basic_1__T1_let_intro__0/model_goedel-prover-v2-8b__hard_unfold.lean,hasOppositeSign_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,13.029
survivor,verina_basic_1__T3_comm_swap__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_1/verina_basic_1__T3_comm_swap__0/model_goedel-prover-v2-8b__hard_unfold.lean,hasOppositeSign_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,12.986
survivor,verina_basic_10__T1_let_intro__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_10/verina_basic_10__T1_let_intro__0/model_goedel-prover-v2-8b__avoid_unfold.lean,isGreater_spec_satisfied,"propext, Quot.sound",2,False,,clean,6.803
survivor,verina_basic_10__T1_let_intro__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_10/verina_basic_10__T1_let_intro__0/model_goedel-prover-v2-8b__hard_unfold.lean,isGreater_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.377
survivor,verina_basic_100__T1_let_intro__0|deepseek-prover-v2-7b,artifacts/variants/verina_basic_100/verina_basic_100__T1_let_intro__0/model_deepseek-prover-v2-7b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.802
survivor,verina_basic_100__T1_let_intro__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T1_let_intro__0/model_deepseek-prover-v2-7b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.621
survivor,verina_basic_100__T1_let_intro__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_100/verina_basic_100__T1_let_intro__0/model_goedel-prover-v2-32b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.749
survivor,verina_basic_100__T1_let_intro__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_100/verina_basic_100__T1_let_intro__0/model_goedel-prover-v2-8b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.915
survivor,verina_basic_100__T1_let_intro__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T1_let_intro__0/model_goedel-prover-v2-8b__avoid_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.983
survivor,verina_basic_100__T1_let_intro__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T1_let_intro__0/model_goedel-prover-v2-8b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.813
survivor,verina_basic_100__T3_comm_swap__0|deepseek-prover-v2-7b,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__0/model_deepseek-prover-v2-7b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.402
survivor,verina_basic_100__T3_comm_swap__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__0/model_deepseek-prover-v2-7b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.615
survivor,verina_basic_100__T3_comm_swap__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__0/model_goedel-prover-v2-32b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.531
survivor,verina_basic_100__T3_comm_swap__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__0/model_goedel-prover-v2-8b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.631
survivor,verina_basic_100__T3_comm_swap__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__0/model_goedel-prover-v2-8b__avoid_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.561
survivor,verina_basic_100__T3_comm_swap__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__0/model_goedel-prover-v2-8b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.798
survivor,verina_basic_100__T3_comm_swap__1|deepseek-prover-v2-7b,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__1/model_deepseek-prover-v2-7b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.606
survivor,verina_basic_100__T3_comm_swap__1|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__1/model_deepseek-prover-v2-7b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.705
survivor,verina_basic_100__T3_comm_swap__1|goedel-prover-v2-32b,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__1/model_goedel-prover-v2-32b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.763
survivor,verina_basic_100__T3_comm_swap__1|goedel-prover-v2-8b,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__1/model_goedel-prover-v2-8b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.762
survivor,verina_basic_100__T3_comm_swap__1|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__1/model_goedel-prover-v2-8b__avoid_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.059
survivor,verina_basic_100__T3_comm_swap__1|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T3_comm_swap__1/model_goedel-prover-v2-8b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.916
survivor,verina_basic_100__T4_cond_invert__0|deepseek-prover-v2-7b,artifacts/variants/verina_basic_100/verina_basic_100__T4_cond_invert__0/model_deepseek-prover-v2-7b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.442
survivor,verina_basic_100__T4_cond_invert__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T4_cond_invert__0/model_deepseek-prover-v2-7b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.671
survivor,verina_basic_100__T4_cond_invert__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_100/verina_basic_100__T4_cond_invert__0/model_goedel-prover-v2-32b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.811
survivor,verina_basic_100__T4_cond_invert__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_100/verina_basic_100__T4_cond_invert__0/model_goedel-prover-v2-8b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.197
survivor,verina_basic_100__T4_cond_invert__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T4_cond_invert__0/model_goedel-prover-v2-8b__avoid_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.611
survivor,verina_basic_100__T4_cond_invert__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_100/verina_basic_100__T4_cond_invert__0/model_goedel-prover-v2-8b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.642
survivor,verina_basic_101__T1_let_intro__0|deepseek-prover-v2-7b,artifacts/variants/verina_basic_101/verina_basic_101__T1_let_intro__0/model_deepseek-prover-v2-7b.lean,Triple_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.437
survivor,verina_basic_101__T1_let_intro__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T1_let_intro__0/model_deepseek-prover-v2-7b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.692
survivor,verina_basic_101__T1_let_intro__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_101/verina_basic_101__T1_let_intro__0/model_goedel-prover-v2-32b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.76
survivor,verina_basic_101__T1_let_intro__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_101/verina_basic_101__T1_let_intro__0/model_goedel-prover-v2-8b.lean,Triple_spec_satisfied,propext,1,False,,clean,7.265
survivor,verina_basic_101__T1_let_intro__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T1_let_intro__0/model_goedel-prover-v2-8b__avoid_unfold.lean,Triple_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.364
survivor,verina_basic_101__T1_let_intro__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T1_let_intro__0/model_goedel-prover-v2-8b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.854
survivor,verina_basic_101__T3_comm_swap__0|deepseek-prover-v2-7b,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__0/model_deepseek-prover-v2-7b.lean,Triple_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.584
survivor,verina_basic_101__T3_comm_swap__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__0/model_deepseek-prover-v2-7b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.704
survivor,verina_basic_101__T3_comm_swap__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__0/model_goedel-prover-v2-32b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.893
survivor,verina_basic_101__T3_comm_swap__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__0/model_goedel-prover-v2-8b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.772
survivor,verina_basic_101__T3_comm_swap__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__0/model_goedel-prover-v2-8b__avoid_unfold.lean,Triple_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.085
survivor,verina_basic_101__T3_comm_swap__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__0/model_goedel-prover-v2-8b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.274
survivor,verina_basic_101__T3_comm_swap__1|deepseek-prover-v2-7b,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__1/model_deepseek-prover-v2-7b.lean,Triple_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.477
survivor,verina_basic_101__T3_comm_swap__1|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__1/model_deepseek-prover-v2-7b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.922
survivor,verina_basic_101__T3_comm_swap__1|goedel-prover-v2-32b,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__1/model_goedel-prover-v2-32b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.871
survivor,verina_basic_101__T3_comm_swap__1|goedel-prover-v2-8b,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__1/model_goedel-prover-v2-8b.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.636
survivor,verina_basic_101__T3_comm_swap__1|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__1/model_goedel-prover-v2-8b__avoid_unfold.lean,Triple_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.176
survivor,verina_basic_101__T3_comm_swap__1|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_101/verina_basic_101__T3_comm_swap__1/model_goedel-prover-v2-8b__hard_unfold.lean,Triple_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.168
survivor,verina_basic_107__T1_let_intro__0|deepseek-prover-v2-7b,artifacts/variants/verina_basic_107/verina_basic_107__T1_let_intro__0/model_deepseek-prover-v2-7b.lean,ComputeAvg_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.25
survivor,verina_basic_107__T1_let_intro__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_107/verina_basic_107__T1_let_intro__0/model_deepseek-prover-v2-7b__hard_unfold.lean,ComputeAvg_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.635
survivor,verina_basic_107__T1_let_intro__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_107/verina_basic_107__T1_let_intro__0/model_goedel-prover-v2-32b.lean,ComputeAvg_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.151
survivor,verina_basic_107__T1_let_intro__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_107/verina_basic_107__T1_let_intro__0/model_goedel-prover-v2-8b.lean,ComputeAvg_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.44
survivor,verina_basic_107__T1_let_intro__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_107/verina_basic_107__T1_let_intro__0/model_goedel-prover-v2-8b__avoid_unfold.lean,ComputeAvg_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.379
survivor,verina_basic_107__T1_let_intro__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_107/verina_basic_107__T1_let_intro__0/model_goedel-prover-v2-8b__hard_unfold.lean,ComputeAvg_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,7.675
survivor,verina_basic_107__T2_helper_extract__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_107/verina_basic_107__T2_helper_extract__0/model_deepseek-prover-v2-7b__hard_unfold.lean,ComputeAvg_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.339
survivor,verina_basic_107__T2_helper_extract__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_107/verina_basic_107__T2_helper_extract__0/model_goedel-prover-v2-8b.lean,ComputeAvg_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.741
survivor,verina_basic_107__T2_helper_extract__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_107/verina_basic_107__T2_helper_extract__0/model_goedel-prover-v2-8b__avoid_unfold.lean,ComputeAvg_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.528
survivor,verina_basic_107__T3_comm_swap__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_107/verina_basic_107__T3_comm_swap__0/model_goedel-prover-v2-32b.lean,ComputeAvg_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.493
survivor,verina_basic_107__T3_comm_swap__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_107/verina_basic_107__T3_comm_swap__0/model_goedel-prover-v2-8b__hard_unfold.lean,ComputeAvg_spec_satisfied,"propext, Classical.choice, Quot.sound",3,False,,clean,8.189
survivor,verina_basic_11__T1_let_intro__0|deepseek-prover-v2-7b,artifacts/variants/verina_basic_11/verina_basic_11__T1_let_intro__0/model_deepseek-prover-v2-7b.lean,lastDigit_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.105
survivor,verina_basic_11__T1_let_intro__0|deepseek-prover-v2-7b__hard_unfold,artifacts/variants/verina_basic_11/verina_basic_11__T1_let_intro__0/model_deepseek-prover-v2-7b__hard_unfold.lean,lastDigit_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.392
survivor,verina_basic_11__T1_let_intro__0|goedel-prover-v2-32b,artifacts/variants/verina_basic_11/verina_basic_11__T1_let_intro__0/model_goedel-prover-v2-32b.lean,lastDigit_spec_satisfied,propext,1,False,,clean,7.342
survivor,verina_basic_11__T1_let_intro__0|goedel-prover-v2-8b,artifacts/variants/verina_basic_11/verina_basic_11__T1_let_intro__0/model_goedel-prover-v2-8b.lean,lastDigit_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.251
survivor,verina_basic_11__T1_let_intro__0|goedel-prover-v2-8b__avoid_unfold,artifacts/variants/verina_basic_11/verina_basic_11__T1_let_intro__0/model_goedel-prover-v2-8b__avoid_unfold.lean,lastDigit_spec_satisfied,"propext, Quot.sound",2,False,,clean,7.065
survivor,verina_basic_11__T1_let_intro__0|goedel-prover-v2-8b__hard_unfold,artifacts/variants/verina_basic_11/verina_basic_11__T1_let_intro__0/model_goedel-prover-v2-8b__hard_unfold.lean,lastDigit_spec_satisfied,"propext, Quot.sound",2,False,,clean,6.924
