task_id,tier,transformation,severity,equivalence_class,applicable,inapplicable_reason,candidate_generated,n_variants,variant_ids,code_loc_original,code_loc_refactored,structural_metadata
verina_basic_100,basic,T5_branch_extract,S,definitional,True,,True,1,['verina_basic_100__T5_branch_extract__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 1}"
verina_basic_101,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_101__T1_let_intro__0'],2,4.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_101,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_101__T2_helper_extract__0'],2,4.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_101,basic,T3_comm_swap,E,theorem_certified,True,,True,2,"['verina_basic_101__T3_comm_swap__0', 'verina_basic_101__T3_comm_swap__1']",2,2.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_101,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],2,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_101,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],2,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_102,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_102__T1_let_intro__0'],19,21.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': True, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 4}"
verina_basic_102,basic,T2_helper_extract,S,definitional,False,self_recursive_body,False,0,[],19,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': True, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 4}"
verina_basic_102,basic,T3_comm_swap,E,theorem_certified,True,,True,3,"['verina_basic_102__T3_comm_swap__0', 'verina_basic_102__T3_comm_swap__1', 'verina_basic_102__T3_comm_swap__2']",19,19.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': True, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 4}"
verina_basic_102,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],19,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': True, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 4}"
verina_basic_102,basic,T5_branch_extract,S,definitional,False,self_recursive_body,False,0,[],19,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': True, 'code_aux_nonempty': False, 'n_if': 3, 'n_plus': 4}"
verina_basic_103,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_103__T1_let_intro__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_103,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_103__T2_helper_extract__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_103,basic,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_basic_103__T3_comm_swap__0'],3,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_103,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_103,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_104,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_104__T1_let_intro__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_104,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_104__T2_helper_extract__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_104,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_104,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_104,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_105,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_105__T1_let_intro__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_basic_105,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_105__T2_helper_extract__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_basic_105,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_basic_105,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_basic_105,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 0, 'n_plus': 0}"
verina_basic_106,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_106__T1_let_intro__0'],11,13.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_106,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_106__T2_helper_extract__0'],11,13.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_106,basic,T3_comm_swap,E,theorem_certified,True,,True,2,"['verina_basic_106__T3_comm_swap__0', 'verina_basic_106__T3_comm_swap__1']",11,11.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_106,basic,T4_cond_invert,E,theorem_certified,True,,True,1,['verina_basic_106__T4_cond_invert__0'],11,11.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_106,basic,T5_branch_extract,S,definitional,False,let_rec_in_branch,False,0,[],11,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_107,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_107__T1_let_intro__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_107,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_107__T2_helper_extract__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_107,basic,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_basic_107__T3_comm_swap__0'],1,1.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_107,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_107,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 1}"
verina_basic_108,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_108__T1_let_intro__0'],7,9.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 1, 'n_plus': 0}"
verina_basic_108,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_108__T2_helper_extract__0'],7,9.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 1, 'n_plus': 0}"
verina_basic_108,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],7,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 1, 'n_plus': 0}"
verina_basic_108,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],7,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 1, 'n_plus': 0}"
verina_basic_108,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],7,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': True, 'n_if': 1, 'n_plus': 0}"
verina_basic_11,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_11__T1_let_intro__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_11,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_11__T2_helper_extract__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_11,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_11,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_11,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_12,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_12__T1_let_intro__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_12,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_12__T2_helper_extract__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_12,basic,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_basic_12__T3_comm_swap__0'],1,1.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_12,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_12,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_13,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_13__T1_let_intro__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_13,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_13__T2_helper_extract__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_13,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_13,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_13,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_14,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_14__T1_let_intro__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_14,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_14__T2_helper_extract__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_14,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_14,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_14,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_15,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_15__T1_let_intro__0'],6,8.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 2}"
verina_basic_15,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_15__T2_helper_extract__0'],6,8.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 2}"
verina_basic_15,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],6,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 2}"
verina_basic_15,basic,T4_cond_invert,E,theorem_certified,True,,True,1,['verina_basic_15__T4_cond_invert__0'],6,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 2}"
verina_basic_15,basic,T5_branch_extract,S,definitional,True,,True,1,['verina_basic_15__T5_branch_extract__0'],6,8.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 2}"
verina_basic_16,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_16__T1_let_intro__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_16,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_16__T2_helper_extract__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_16,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_16,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_16,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_17,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_17__T1_let_intro__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_17,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_17__T2_helper_extract__0'],3,5.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_17,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_17,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_17,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],3,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 0}"
verina_basic_18,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_18__T1_let_intro__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 1}"
verina_basic_18,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_18__T2_helper_extract__0'],4,6.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 1}"
verina_basic_18,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 1}"
verina_basic_18,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 1}"
verina_basic_18,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],4,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': True, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 1, 'n_plus': 1}"
verina_basic_19,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_19__T1_let_intro__0'],8,10.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_19,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_19__T2_helper_extract__0'],8,10.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_19,basic,T3_comm_swap,E,theorem_certified,True,,True,1,['verina_basic_19__T3_comm_swap__0'],8,8.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_19,basic,T4_cond_invert,E,theorem_certified,True,,True,1,['verina_basic_19__T4_cond_invert__0'],8,8.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_19,basic,T5_branch_extract,S,definitional,True,,True,1,['verina_basic_19__T5_branch_extract__0'],8,10.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 2, 'n_plus': 2}"
verina_basic_2,basic,T1_let_intro,D,definitional,True,,True,1,['verina_basic_2__T1_let_intro__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_2,basic,T2_helper_extract,S,definitional,True,,True,1,['verina_basic_2__T2_helper_extract__0'],1,3.0,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_2,basic,T3_comm_swap,E,theorem_certified,False,no_commutative_operator_occurrence,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_2,basic,T4_cond_invert,E,theorem_certified,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
verina_basic_2,basic,T5_branch_extract,S,definitional,False,no_tail_if_then_else,False,0,[],1,,"{'code_has_def_level_termination': False, 'code_has_where': False, 'code_has_do': False, 'code_has_let_rec': False, 'code_self_recursive': False, 'code_aux_nonempty': False, 'n_if': 0, 'n_plus': 0}"
